,Var1,Var2,target
556,31.0,11.0,false
557,54.0,17.0,false
558,29.0,4.0,false
559,65.0,18.0,false
560,50.0,6.0,false
561,20.0,24.0,false
562,21.0,4.0,false
563,111.0,-74.0,true
564,82.0,24.0,false
565,74.0,-43.0,false
566,5.0,1.0,false
567,166.0,170.0,false
568,32.0,7.0,false
569,7.0,1.0,false
570,81.0,64.0,false
571,26.0,5.0,false
572,5.0,1.0,false
573,260.0,-207.0,false
574,22.0,-6.0,false
575,30.0,-20.0,true
576,34.0,2.0,false
577,40.0,25.0,false
578,51.0,-14.0,true
579,9.0,1.0,false
580,39.0,24.0,false
581,196.0,276.0,false
582,138.0,-71.0,true
583,37.0,9.0,false
584,30.0,13.0,false
585,63.0,16.0,false
586,47.0,27.0,false
587,21.0,-9.0,false
588,13.0,10.0,false
589,467.0,-397.0,false
590,35.0,5.0,true
591,76.0,-53.0,true
592,70.0,-54.0,true
593,16.0,4.0,false
594,19.0,3.0,false
595,28.0,6.0,false
596,43.0,13.0,false
597,95.0,-75.0,true
598,32.0,9.0,false
599,33.0,15.0,false
600,4.0,3.0,false
601,215.0,272.0,false
602,30.0,0.0,false
603,58.0,23.0,false
604,23.0,7.0,false
605,91.0,35.0,false
606,13.0,-6.0,true
607,37.0,13.0,false
608,203.0,316.0,false
609,81.0,20.0,false
610,40.0,3.0,true
611,56.0,16.0,false
612,8.0,3.0,false
613,70.0,26.0,false
614,20.0,11.0,false
615,47.0,17.0,false
616,93.0,53.0,false
617,5.0,1.0,false
618,110.0,51.0,false
619,16.0,5.0,false
620,135.0,20.0,false
621,38.0,11.0,false
622,24.0,8.0,false
623,298.0,-238.0,false
624,15.0,-0.0,false
625,24.0,8.0,false
626,38.0,13.0,false
627,42.0,27.0,false
628,56.0,2.0,true
629,72.0,-46.0,true
630,89.0,5.0,false
631,5.0,1.0,false
632,60.0,15.0,false
633,111.0,149.0,false
634,51.0,-2.0,true
635,1.0,1.0,false
636,34.0,12.0,false
637,81.0,39.0,false
638,10.0,-0.0,false
639,32.0,11.0,false
640,47.0,14.0,false
641,26.0,9.0,false
642,21.0,3.0,false
643,30.0,15.0,false
644,17.0,4.0,false
645,28.0,12.0,false
646,39.0,20.0,false
647,73.0,-57.0,true
648,40.0,27.0,false
649,26.0,-18.0,true
650,12.0,3.0,false
651,184.0,-132.0,false
652,27.0,9.0,false
653,36.0,9.0,false
654,28.0,6.0,false
655,20.0,5.0,false
656,85.0,30.0,false
657,23.0,-4.0,false
658,78.0,14.0,false
659,90.0,-65.0,true
660,4.0,1.0,false
661,4.0,2.0,false
662,296.0,-148.0,false
663,25.0,11.0,false
664,10.0,0.0,false
665,10.0,4.0,false
666,51.0,19.0,false
667,92.0,16.0,false
668,32.0,10.0,false
669,30.0,7.0,false
670,21.0,8.0,false
671,14.0,2.0,true
672,101.0,3.0,true
673,56.0,20.0,false
674,162.0,28.0,false
675,26.0,8.0,false
676,52.0,8.0,false
677,35.0,12.0,false
678,10.0,5.0,false
679,145.0,-39.0,false
680,18.0,-2.0,false
681,29.0,19.0,false
682,37.0,15.0,false
683,37.0,1.0,true
684,49.0,31.0,false
685,30.0,3.0,false
686,33.0,1.0,false
687,111.0,-25.0,false
688,31.0,5.0,false
689,125.0,-86.0,true
690,3.0,0.0,false
691,83.0,-44.0,false
692,37.0,9.0,false
693,40.0,-3.0,false
694,60.0,24.0,false
695,61.0,22.0,false
696,44.0,3.0,false
697,26.0,9.0,false
698,83.0,43.0,false
699,61.0,15.0,false
700,40.0,21.0,false
701,660.0,-591.0,false
702,5.0,-0.0,false
703,36.0,8.0,false
704,49.0,11.0,false
705,138.0,-79.0,false
706,8.0,3.0,false
707,26.0,15.0,false
708,34.0,3.0,true
709,112.0,-68.0,true
710,21.0,6.0,false
711,60.0,22.0,false
712,9.0,-6.0,true
713,33.0,4.0,false
714,66.0,8.0,false
715,33.0,8.0,false
716,75.0,-52.0,true
717,120.0,-46.0,false
718,107.0,-81.0,true
719,94.0,-36.0,false
720,54.0,19.0,false
721,19.0,1.0,false
722,3.0,1.0,false
723,14.0,8.0,false
724,73.0,-31.0,false
725,36.0,10.0,false
726,150.0,160.0,false
727,11.0,4.0,false
728,4.0,2.0,false
729,34.0,23.0,false
730,59.0,-41.0,true
731,19.0,10.0,false
732,43.0,22.0,false
733,51.0,7.0,false
734,42.0,11.0,false
735,32.0,12.0,false
736,26.0,-2.0,false
737,61.0,-7.0,true
738,10.0,3.0,false
739,81.0,39.0,false
740,16.0,2.0,false
741,64.0,15.0,false
742,56.0,15.0,false
743,224.0,262.0,false
744,16.0,6.0,false
745,55.0,26.0,false
746,90.0,15.0,false
747,41.0,-8.0,true
748,26.0,2.0,false
749,29.0,4.0,false
750,10.0,1.0,true
751,19.0,-13.0,true
752,13.0,4.0,false
753,49.0,11.0,false
754,130.0,-107.0,false
755,19.0,4.0,false
756,26.0,6.0,false
757,30.0,3.0,false
758,6.0,2.0,false
759,105.0,-69.0,false
760,77.0,-52.0,true
761,71.0,27.0,false
762,84.0,-44.0,true
763,99.0,1.0,false
764,21.0,0.0,false
765,31.0,6.0,true
766,77.0,49.0,false
767,660.0,-591.0,false
768,101.0,6.0,false
769,49.0,15.0,false
770,10.0,3.0,false
771,45.0,15.0,false
772,35.0,9.0,false
773,120.0,19.0,false
774,4.0,2.0,false
775,9.0,1.0,false
776,81.0,24.0,false
777,82.0,13.0,false
778,88.0,7.0,false
779,42.0,9.0,false
780,19.0,-2.0,false
781,25.0,6.0,false
782,0.0,0.0,false
783,88.0,-70.0,true
784,34.0,11.0,false
785,35.0,9.0,false
786,44.0,19.0,false
787,46.0,1.0,true
788,101.0,-47.0,true
789,41.0,12.0,false
790,101.0,-61.0,false
791,45.0,18.0,false
792,27.0,12.0,false
793,15.0,1.0,false
794,9.0,4.0,false
795,27.0,6.0,false
796,95.0,-62.0,true
797,21.0,10.0,false
798,189.0,267.0,false
799,91.0,15.0,false
800,51.0,-3.0,true
801,91.0,18.0,false
802,89.0,3.0,true
803,97.0,-53.0,true
804,19.0,3.0,false
805,21.0,9.0,false
806,25.0,7.0,false
807,20.0,-0.0,false
808,42.0,16.0,false
809,38.0,7.0,false
810,110.0,17.0,false
811,6.0,1.0,false
812,47.0,-6.0,true
813,179.0,259.0,false
814,12.0,-1.0,true
815,14.0,2.0,false
816,18.0,0.0,false
817,8.0,3.0,false
818,13.0,4.0,false
819,87.0,109.0,false
820,31.0,8.0,false
821,24.0,2.0,false
822,27.0,-4.0,true
823,37.0,14.0,true
824,32.0,10.0,false
825,8.0,5.0,false
826,21.0,4.0,false
827,67.0,4.0,false
828,147.0,-59.0,false
829,26.0,-4.0,false
830,89.0,-45.0,true
831,43.0,12.0,false
832,61.0,-8.0,true
833,58.0,19.0,false
834,6.0,-2.0,false
835,74.0,19.0,false
836,152.0,-60.0,true
837,84.0,1.0,false
838,127.0,-67.0,true
839,58.0,-5.0,true
840,18.0,4.0,false
841,42.0,1.0,false
842,19.0,3.0,false
843,81.0,-60.0,true
844,58.0,21.0,false
845,59.0,12.0,false
846,13.0,6.0,false
847,128.0,-73.0,false
848,189.0,-138.0,false
849,60.0,-4.0,true
850,58.0,33.0,false
851,22.0,2.0,false
852,38.0,-0.0,false
853,37.0,10.0,false
854,19.0,2.0,false
855,62.0,1.0,true
856,70.0,32.0,false
857,106.0,29.0,false
858,7.0,-1.0,false
859,11.0,4.0,false
860,78.0,5.0,false
861,4.0,0.0,false
862,129.0,-69.0,false
863,61.0,20.0,false
864,4.0,-0.0,false
865,70.0,-38.0,true
866,20.0,1.0,false
867,66.0,-51.0,true
868,21.0,10.0,true
869,150.0,-72.0,true
870,111.0,-52.0,false
871,75.0,22.0,false
872,31.0,0.0,false
873,52.0,18.0,false
874,82.0,10.0,false
875,75.0,-51.0,true
876,43.0,16.0,false
877,25.0,1.0,true
878,121.0,-59.0,true
879,106.0,-52.0,true
880,13.0,5.0,true
881,79.0,29.0,false
882,23.0,4.0,false
883,33.0,15.0,false
884,17.0,7.0,false
885,0.0,0.0,false
886,76.0,19.0,false
887,34.0,19.0,false
888,-0.0,0.0,false
889,28.0,10.0,false
890,40.0,18.0,false
891,22.0,6.0,false
892,-0.0,-0.0,false
893,147.0,173.0,false
894,98.0,15.0,false
895,55.0,11.0,false
896,55.0,15.0,false
897,27.0,4.0,false
898,50.0,8.0,false
899,46.0,-8.0,true
900,30.0,5.0,false
901,3.0,1.0,false
902,51.0,8.0,false
903,8.0,3.0,false
904,11.0,6.0,false
905,156.0,-119.0,false
906,9.0,-0.0,true
907,29.0,3.0,false
908,0.0,-0.0,false
909,123.0,-81.0,true
910,75.0,23.0,false
911,201.0,-192.0,false
912,34.0,6.0,false
913,229.0,230.0,false
914,354.0,-265.0,false
915,45.0,13.0,false
916,37.0,7.0,false
917,30.0,6.0,false
918,28.0,3.0,false
919,198.0,252.0,false
920,24.0,4.0,false
921,61.0,5.0,false
922,12.0,5.0,false
923,61.0,17.0,false
924,7.0,0.0,false
925,104.0,17.0,false
926,9.0,3.0,false
927,16.0,1.0,false
928,85.0,38.0,false
929,44.0,-5.0,true
930,202.0,77.0,false
931,27.0,12.0,false
932,5.0,3.0,false
933,72.0,24.0,false
934,88.0,-59.0,true
935,45.0,53.0,false
936,26.0,1.0,false
937,3.0,1.0,false
938,82.0,-62.0,true
939,29.0,12.0,false
940,18.0,2.0,false
941,17.0,2.0,false
942,41.0,-1.0,true
943,23.0,2.0,false
944,27.0,5.0,false
945,31.0,9.0,false
946,69.0,15.0,true
947,67.0,12.0,false
948,19.0,10.0,false
949,137.0,44.0,false
950,36.0,6.0,false
951,205.0,314.0,false
952,28.0,6.0,false
953,41.0,11.0,false
954,13.0,-8.0,true
955,172.0,-20.0,false
956,35.0,8.0,false
957,0.0,0.0,false
958,31.0,0.0,false
959,0.0,0.0,false
960,73.0,24.0,false
961,118.0,-75.0,true
962,28.0,12.0,false
963,27.0,7.0,false
964,12.0,3.0,false
965,113.0,27.0,false
966,41.0,7.0,false
967,157.0,-17.0,false
968,31.0,14.0,false
969,139.0,200.0,false
970,71.0,66.0,false
971,28.0,4.0,false
972,56.0,63.0,false
973,31.0,-5.0,false
974,27.0,9.0,false
975,41.0,26.0,false
976,223.0,326.0,false
977,86.0,31.0,false
978,110.0,13.0,false
979,20.0,10.0,false
980,38.0,8.0,false
981,16.0,9.0,false
982,68.0,-48.0,true
983,46.0,16.0,false
984,14.0,3.0,false
985,96.0,16.0,false
986,278.0,-106.0,false
987,53.0,17.0,false
988,102.0,-39.0,false
989,15.0,3.0,false
990,1.0,-0.0,false
991,120.0,30.0,false
992,108.0,73.0,false
993,23.0,2.0,false
994,35.0,-4.0,false
995,24.0,13.0,false
996,150.0,187.0,false
997,10.0,3.0,false
998,138.0,65.0,false
999,22.0,0.0,false
1000,6.0,3.0,false
1001,105.0,-79.0,true
1002,45.0,8.0,false
1003,110.0,22.0,false
1004,31.0,19.0,false
1005,38.0,9.0,false
1006,154.0,-109.0,true
1007,68.0,15.0,false
1008,58.0,9.0,false
1009,72.0,9.0,false
1010,31.0,9.0,false
1011,85.0,26.0,false
1012,17.0,7.0,false
1013,39.0,11.0,false
1014,17.0,12.0,false
1015,93.0,-34.0,false
1016,85.0,5.0,true
1017,30.0,5.0,false
1018,64.0,28.0,false
1019,49.0,15.0,false
1020,39.0,11.0,false
1021,111.0,-50.0,true
1022,49.0,6.0,false
1023,384.0,-307.0,false
1024,3.0,-1.0,false
1025,9.0,2.0,false
1026,74.0,10.0,false
1027,33.0,8.0,false
1028,32.0,8.0,false
1029,85.0,27.0,false
1030,21.0,6.0,false
1031,23.0,19.0,false
1032,37.0,-1.0,false
1033,39.0,10.0,false
1034,11.0,1.0,false
1035,44.0,10.0,false
1036,0.0,-0.0,false
1037,20.0,3.0,false
1038,38.0,14.0,false
1039,34.0,2.0,false
1040,43.0,10.0,false
1041,178.0,-150.0,false
1042,63.0,14.0,false
1043,34.0,9.0,false
1044,115.0,-58.0,true
1045,55.0,24.0,false
1046,27.0,5.0,false
1047,43.0,7.0,true
1048,24.0,10.0,false
1049,38.0,2.0,true
1050,3.0,-0.0,false
1051,46.0,18.0,false
1052,50.0,13.0,false
1053,14.0,3.0,false
1054,33.0,4.0,false
1055,269.0,-188.0,false
1056,67.0,81.0,false
1057,31.0,17.0,false
1058,40.0,9.0,false
1059,16.0,-1.0,true
1060,6.0,1.0,false
1061,76.0,24.0,false
1062,165.0,156.0,false
1063,39.0,-4.0,true
1064,173.0,-146.0,false
1065,10.0,3.0,false
1066,205.0,-149.0,false
1067,85.0,-23.0,false
1068,100.0,-52.0,true
1069,20.0,10.0,false
1070,54.0,6.0,false
1071,118.0,-75.0,true
1072,35.0,-3.0,true
1073,14.0,2.0,false
1074,51.0,10.0,false
1075,14.0,1.0,false
1076,3.0,0.0,false
1077,3.0,2.0,false
1078,1.0,-0.0,false
1079,21.0,5.0,false
1080,193.0,226.0,false
1081,57.0,6.0,false
1082,37.0,5.0,false
1083,38.0,12.0,false
1084,118.0,1.0,false
1085,27.0,5.0,false
1086,13.0,4.0,false
1087,15.0,7.0,false
1088,71.0,-52.0,true
1089,126.0,16.0,false
1090,131.0,-87.0,true
1091,213.0,-137.0,false
1092,95.0,-74.0,false
1093,67.0,23.0,false
1094,77.0,25.0,false
1095,0.0,0.0,false
1096,34.0,6.0,true
1097,59.0,16.0,false
1098,34.0,5.0,false
1099,32.0,9.0,false
1100,62.0,22.0,false
1101,37.0,13.0,false
1102,25.0,18.0,false
1103,135.0,-39.0,false
1104,42.0,4.0,true
1105,34.0,12.0,false
1106,54.0,9.0,false
1107,36.0,4.0,false
1108,29.0,5.0,false
1109,32.0,10.0,false
1110,210.0,289.0,false
1111,74.0,16.0,false
1112,31.0,8.0,false
1113,172.0,237.0,false
1114,46.0,18.0,false
1115,18.0,-1.0,false
1116,45.0,18.0,false
1117,110.0,-86.0,true
1118,73.0,58.0,false
1119,43.0,6.0,true
1120,52.0,9.0,false
1121,152.0,-60.0,true
1122,369.0,557.0,false
1123,54.0,15.0,false
1124,189.0,-67.0,false
1125,52.0,1.0,true
1126,52.0,6.0,false
1127,17.0,6.0,false
1128,66.0,14.0,true
1129,4.0,0.0,false
1130,24.0,9.0,false
